COMPANY NAME ,NAME,RAZÓN SOCIAL,RUT,Dirección Facturación,Dirección Despacho,Comuna Despacho,Región Despacho,Horario Despacho,Precio Caja,diasCredito,Orden de compra (SI O NO),Unidad/Caja,EMAIL PEDIDO,EMAIL FACTURA,CENTRO DE NEGOCIOS ,VENDEDOR ,BANEADO,Precio Caja 90,Precio Caja Free,
Casa Filippa,Casa Filippa,CRF SPA,77.898.703-1,RENATO SANCHEZ 3779,renato sanchez 3779,Las Condes,Santiago,10:00 - 19:00,$78.960,30,,CAJA,,,VENTAS ,FERNANDO ALID,,41220 ,$86.856,
Canastas Santa Margarita,Canastas Santa Margarita,SANTA MARGARITA RETAIL SPA,77.299.637-3,SANTA MARTA DE HUECHURABA 7000,av sta marta de huechuraba 7000 local 1,Huechuraba,Santiago,08:00 - 22:00,"$78,960",30,,CAJA,,dannymaluenda@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Campomarzio,Campomarzio,FUTURA SPA,77.244.534-2,Los Leones 2475,los leones 2475,Providencia,Santiago,11:00-13:00 y 17:00 en adelante,"$78,960",30,,CAJA,,victorurqueta@gmail.com.,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Campo y Hielo,Campo y Hielo,CAMPO Y HIELO SPA,76.630.896-1,Almirante Simpson 674,Avda. Lo Espejo N° 01565 Calle 7 sur Bodega 705.,Lo Espejo,Santiago,08:00 - 10:30,"$78,960",30,,CAJA,,campoyhielo@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Cafe Nogal,Cafe Nogal,RESTAURANTE VIVIANA ROJAS GOMEZ E.I.R.L.,77.138.664-4,"Camino Pimpinela s/n, Requinoa",Camino Pimpinela s/n,Requinoa,Ohiggins,,"$78,960",30,,CAJA,,viviana.rojas.g@outlook.es,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Burger Home,Burger Home,NICOLAS GARDILCIC Y COMPANIA LIMITADA,77.732.040-8,AV CENTRAL 191,av central 191,Reñaca Bajo,Valparaíso,13:00 - 21:00,"$78,960",30,,CAJA,,eduardog@sushihome.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Brot Market,Brot Market,GRUPO BISMARCK SPA,77.587.512-7,Aguas Claras 1700,aguas claras 1700 local 5,La Reina,Santiago,08:00 - 21:00,"$78,960",30,,CAJA,,mauricio.kahn@radetzky.org,VENTAS ,FJAMIS,,41220 ,$ 84.960,
BOSA Helados,BOSA Helados,INVERSIONES ENZA SPA (77.307.688-K),77.307.688-k,LAS TRANQUERAS 1479,las tranqueras 1479,Vitacura,Santiago,11:00 - 18:00,"$78,960",30,,CAJA,,dorisng16@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Boni Market,Boni Market,POCURO S.A.,76.094.843-8,Pocuro 2904,pocuro 2904,Providencia,Santiago,11:00 - 17:00,"$78,960",30,,CAJA,,pocuro.bonimarket@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Bocado Saludable,Bocado Saludable EIRL,COMERCIALIZADORA DE PRODUCTOS SALUDABLES WLADIMIR NAVARRETE ARRAÑO E.I ,76.877.443-9,LA RINCONADA 571,la rinconada 571 local c,Huechuraba,Santiago,09:00 - 19:00,"$78,960",30,,CAJA,,bocado.saludable@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Bellas Artes Gourmet,Bellas Artes Gourmet,SALINAS Y BRICENO LIMITADA,76.894.074-6,MONJITAS 507,monjitas 507,Santiago Centro,Santiago,10:00 - 18:00,"$78,960",30,,CAJA,,bellasartesgourmet@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Batard,Batard Tobalaba,GASTRONOMICA GATTAS Y TORRES LIMITADA,76.451.659-1,av Ossa 1682,av tobalaba 1771,Providencia,Santiago,10:00 - 20:00,"$78,960",30,,CAJA,,hola@batard.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Batard,Batard Las Condes,GASTRONOMICA GATTAS Y TORRES LIMITADA,76.451.659-1,av Ossa 1682,hernando de magallanes 970,Las Condes,Santiago,10:00 - 20:00,"$78,960",30,,CAJA,,hola@batard.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Almasá,Almasá,ALMASA MERCADO DE ORIENTE SPA,77.266.548-2,AV SIMON BOLIVAR 4800,av simón bolívar 4800 loc 104,Ñuñoa ,Santiago,15:30 - 20:00,"$78,960",30,,CAJA,,Almasaemporio@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
All Free,All Free,ALLFREE SPA,76.773.009-8,APOQUINDO 7474,apoquindo 7474,Las Condes,Santiago,08:30 - 17:30,"$78,960",30,,CAJA,,fernanda.fache@allfree.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Al Jazeera,Al Jazeera Providencia,SERVICIOS GASTRONOMICOS ALJAZEERA SPA,76.192.723-K,HUERFANOS 1384 LC 4,guardia vieja 189,Providencia,Santiago,12:00 - 19:00,"$78,960",30,,CAJA,,Restaurantealjazeera@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Al Jazeera,Al Jazeera Santiago,SERVICIOS GASTRONOMICOS ALJAZEERA SPA,76.192.723-K,HUERFANOS 1384 LC 4,huerfanos 1385,Santiago Centro,Santiago,12:00 - 19:00,"$78,960",30,,CAJA,,Restaurantealjazeera@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Al Jazeera,Al Jazeera La Dehesa,SERVICIOS GASTRONOMICOS ALJAZEERA SPA,76.192.723-K,HUERFANOS 1384 LC 4,"Av. La Dehesa 2121, local 3",Lo Barnechea,Santiago,12:00 - 19:00,"$78,960",30,,CAJA,,Restaurantealjazeera@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
OXXO,Oxxo Las Condes Sanzio,INVERSIONES QUIROZ SPA,77.495.762-6,Rosario Rosales 67,av las condes 7423 local 1b,Las Condes,Santiago,07:30 - 21:00,"$84,480",30,,CAJA,,quirozp.diego@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Alimentos del Pedregal,Del Pedregal Apoquindo,COMERCIAL QUINTO CENTRO SPA,76.096.373-9,Kurt Moller 199 Local 7,av apoquindo 7613,Las Condes,Santiago,10:00 - 18:00,"$71,760",45,Revisar OC,CAJA,,jcarcamo@alimentosdelpedregal.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Rappi Turbo,Turbo Consistorial,MOUSTACHE BEAMS SPA,77.393.795-8,BALMORAL 309,av consistorial 2119,Peñalolen,Santiago,08:30 - 17:00,$73.200,30,Revisar OC,CAJA,,pedro.prieto@rappi.com,VENTAS ,FNASSAR,,41220 ,$77.880,
Rappi Turbo,Turbo Principe de Gales,MOUSTACHE BEAMS SPA,77.393.795-8,BALMORAL 309,príncipe de gales 7138,La Reina,Santiago,08:30 - 17:00,$73.200,30,Revisar OC,CAJA,,pedro.prieto@rappi.com,VENTAS ,FNASSAR,,41220 ,$77.880,
Radici Stadio Italiano,Radici Stadio Italiano,RADICI SPA,76.725.508-K,AVENIDA APOQUINDO 6589,esteban dell orto 6670,Las Condes,Santiago,09:00 - 15:00,$78.960,30,,CAJA,,cristian@radici.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
ASF Market,ASF Market Concon,COMERCIALIZADORA AGRICOLA ASF LIMITADA,76.489.070-1,Edmundo Eluchans 1850 Local 3,av concon reñaca 375 concon,Concon,Valparaíso,09:30 - 18:00,$78.960,30,,CAJA,,jfaks@gagchile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
ASF Market,ASF Market Arlegui,COMERCIALIZADORA AGRICOLA ASF LIMITADA,76.489.070-1,Edmundo Eluchans 1850 Local 3,Arlegui 380,Viña del Mar,Valparaíso,09:30 - 18:00,$78.960,30,,CAJA,,jfaks@gagchile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
ASF Market,ASF Market Reñaca,COMERCIALIZADORA AGRICOLA ASF LIMITADA,76.489.070-1,Edmundo Eluchans 1850 Local 3,av edmundo eluchans 1850 local 3,Reñaca,Valparaíso,09:30 - 18:00,$78.960,30,,CAJA,,jfaks@gagchile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
ASF Market,ASF Market Viña del Mar,COMERCIALIZADORA AGRICOLA ASF LIMITADA,76.489.070-1,Edmundo Eluchans 1850 Local 3,av valparaíso 401 local 3,Viña del Mar,Valparaíso,09:30 - 18:00,$78.960,30,,CAJA,,jfaks@gagchile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
ASF Market,ASF Market Curauma,COMERCIALIZADORA AGRICOLA ASF LIMITADA,76.489.070-1,Edmundo Eluchans 1850 Local 3,avenida ovispo valdés subercaseaux 396 local 4 ,Curauma,Valparaíso,09:30 - 18:00,$78.960,30,,CAJA,,jfaks@gagchile.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Tottus CD,Tottus CD,HIPERMERCADOS TOTTUS SA,78.627.210-6,Calle Americo Vespucio 350,calle saladillo # 303,Quilicura,Santiago,07:00 - 10:00,"$68,568",30,Revisar OC,CAJA,,pagoproveedores@tottus.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
Get It,Get It Gerónimo de Alderete,CONVENIENCE DE CHILE SPA,76.865.177-9,NUEVA DE LYON 135 LC 102,Geronimo de alderete 1020,Vitacura,Santiago,09:00 - 20:00,"$70,800",30,,CAJA,,davidcayuleo@getitchile.cl,VENTAS ,FJAMIS,,41220 ,77880,
StreetWrap La Florida,StreetWrap La Florida,INVERSIONES ANDES GROUP SPA,77.859.955-4,AV LA FLORIDA 6990,av la florida 9660 local 5,La Florida,Santiago,11:00 - 17:00,"$75,600",30,,CAJA,,streetwraplaflorida@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Club Palestino,Club Palestino,ADMINISTRADORA CLUB PALESTINO SA,96.627.720-3,AV KENNEDY 9351,av kennedy 9351,Las Condes,Santiago,08:00 - 15:00,"$78,000",30,,CAJA,,Josefina.salinas@clubpalestino.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Los Viñedos Diagonal Oriente,Los Viñedos Diagonal Oriente,COMERCIALIZADORA ERNESTO ALEJANDRO IBARRA ARROYO E.I.R.L.,76.823.964-9,AV. PRESIDENTE BATLLE Y O 4343,av presidente josé batlle y ordóñez 4343,Ñuñoa,Santiago,09:00 - 22:00,"$78,960",30,Revisar OC,CAJA,,ernesto.ibarra@losvinedos.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Local Burger,Local Burger Irarrázaval,GASTRONOMICA GRUPO SEIS SPA,77.201.862-2,LOS MILITARES 5934 LOCAL 1,irarrazaval 5350 local 2,Ñuñoa,Santiago,09:00 - 17:00,"$78,960",30,,CAJA,,Gpenafiel@localburger.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Local Burger,Local Burger Los Militares,GASTRONOMICA GRUPO SEIS SPA,77.201.862-2,LOS MILITARES 5934 LOCAL 1,los militares 5934 local ij,Las Condes,Santiago,09:00 - 17:00,"$78,960",30,,CAJA,,Gpenafiel@localburger.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Popular,La Popular Bilbao,LA POPULAR PIZZA Y PAN SPA,76.659.122-1,Av Francisco Bilbao 2793,av francisco bilbao 2793,Providencia,Santiago,11:00 - 17:00,"$78,960",30,,CAJA,,compras@lapopularpan.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
La Popular,La Popular Infante,LA POPULAR PIZZA Y PAN SPA,76.659.122-1,Av Francisco Bilbao 2793,josé manuel infante 1232,Providencia,Santiago,11:00 - 17:00,"$78,960",30,,CAJA,,compras@lapopularpan.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Manquehue,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,av manquehue norte 1768,Vitacura,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Manuel Montt,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,av manuel montt 2559 ñuñoa,Ñuñoa,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Viña,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,av san martin 636,Viña del Mar,Valparaíso,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Villa Alemana,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,av valparaiso 1057 villa alemana,Villa Alemana,Valparaíso,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Colón,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,cuarto centenario iv 999,Las Condes,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Providencia,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,guardia vieja 62,Providencia,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Quilín,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,mar tirreno 3349 loc 1108-b,Peñalolen,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Machalí,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,miguel ramírez 1550 local 22,Machalí,Ohiggins,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Huechuraba,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,pedro fontova 6651,Huechuraba,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger La Reina,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,principe de gales 6853,La Reina,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger Toesca,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,toesca 1844,Santiago Centro,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Just Burger,Just Burger La Florida,JUST BURGER SPA,77.209.687-9,AVENIDA APOQUINDO 4615,Serafín Zamora #1431,La Florida,Santiago,08:00 - 23:00,"$78,960",30,,CAJA,,Thiare.alvarez@pjchile.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,actualizar
Frest,Frest Independencia,FREST SPA,77.648.636-1,Hernando de Aguirre 162 OF 303,bélgica 1539,Independencia,Santiago,09:00 - 16:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frest,Frest California,FREST SPA,77.648.636-1,Hernando de Aguirre 162 OF 303,california 2312 local 103,Providencia,Santiago,08:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frest,Frest Colon,FREST SPA,77.648.636-1,Hernando de Aguirre 162 OF 303,cristóbal colón 6555 local 5,Las Condes,Santiago,08:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frest,Frest El Vergel,FREST SPA,77.648.636-1,Hernando de Aguirre 162 OF 303,el vergel 2405 local 102,Providencia,Santiago,08:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frest,Frest Eliodoro,FREST SPA ,77.648.636-1,Hernando de Aguirre 162 OF 303,eliodoro yañez 2648,Providencia,Santiago,08:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frest,Frest La Dehesa,FREST SPA ,77.648.636-1,Hernando de Aguirre 162 OF 303,la dehesa 1500 local 7,Lo Barnechea,Santiago,08:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frest,Frest Los Leones,FREST SPA ,77.648.636-1,Hernando de Aguirre 162 OF 303,los leones 2571 local 107,Providencia,Santiago,08:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frest,Frest Los Militares,FREST SPA ,77.648.636-1,Hernando de Aguirre 162 OF 303,los militares 5001 local 101,Las Condes,Santiago,08:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Frest,Frest Pedro de Valdivia,FREST SPA,77.648.636-1,Hernando de Aguirre 162 OF 303,pedro de valdivia 2437 local 102,Providencia,Santiago,08:00 - 17:00,"$78,960",30,Revisar OC,CAJA,,glenda@frest.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Club Sirio Unido,Club Sirio Unido,SABAGH SPA,77.749.624-7,VITACURA 8751,av vitacura 8751,Vitacura,Santiago,15.30 a 18.00 (LUNES CERRADO),"$78,960",30,,CAJA,,mauriciosabaghh@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Cafe Nomade,Café Nómade Rosario,CAFETERÍAS MISTER SPA ,76.571.671-3,ISIDORA GOYENECHE 3400,NUESTRA SEÑORA DEL ROSARIO 30,Las Condes,Santiago,08:00 - 17:00,"$78,960",30,,CAJA,,Valesaltarini@cafenomade.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Cafe Nomade,Café Nómade Isidora,CAFETERÍAS MISTER SPA ,76.571.671-3,ISIDORA GOYENECHE 3400,isidora goyenechea 3400,Las Condes,Santiago,08:00 - 17:00,"$78,960",30,,CAJA,,Valesaltarini@cafenomade.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Brot Market,Brot Market Apoquindo,GRUPO BISMARCK SPA,77.587.512-7,Aguas Claras 1700,avda apoquindo #4400 local n°115,Las Condes,Santiago,09:00 - 17:00,"$78,960",30,,CAJA,,mauricio.kahn@radetzky.org,VENTAS ,FJAMIS,,41220 ,$ 84.960,
ABC Market,ABC Market,GRUPO ABC RETAIL SPA ,77.794.915-2,LIRA 353,lira 353 local 8,Santiago Centro,Santiago,09:00 - 21:00,"$78,960",30,,CAJA,,matias.stephan03@gmail.com,VENTAS ,FNASSAR,,41220 ,$77.880,
Unimarc,Unimarc Las Tranqueras,SOCIAL RENDIC HERMANOS S.A.,81.537.600-5,Cerro El Plomo 5680 Piso 11,las tranqueras (vitacura 8400),Vitacura,Santiago,07:30 - 12:00,"$81,576",30,Revisar OC,CAJA,,atencionpyme@smu.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
Unimarc,Unimarc Militares,SOCIAL RENDIC HERMANOS S.A.,81.537.600-5,Cerro El Plomo 5680 Piso 11,"UNI LOS MILITARES LAS CONDES (AVDA
MANQUEHUE NORTE 457)",Las Condes,Santiago,07:30 - 12:00,"$81,576",30,Revisar OC,CAJA,,atencionpyme@smu.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
Unimarc,Unimarc Santa Maria,SOCIAL RENDIC HERMANOS S.A.,81.537.600-5,Cerro El Plomo 5680 Piso 11,"UNI SANTA MARIA VITACURA (AV SANTA
MARIA 6940)",Vitacura,Santiago,07:30 - 12:00,"$81,576",30,Revisar OC,CAJA,,atencionpyme@smu.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
Unimarc,Unimarc Los Trapenses,SOCIAL RENDIC HERMANOS S.A.,81.537.600-5,Cerro El Plomo 5680 Piso 11,"UNI LOS TRAPENSES LO BARNECHEA
(AV JOSE ALCALDE DELANO 10497)",Lo Barnechea,Santiago,07:30 - 12:00,"$81,576",30,Revisar OC,CAJA,,atencionpyme@smu.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
Unimarc,Unimarc Principe de Gales,SOCIAL RENDIC HERMANOS S.A.,81.537.600-5,Cerro El Plomo 5680 Piso 11,"UNI P DE GALES LA REINA (PRINCIPE DE
GALES 7271)",LA Reina,Santiago,07:30 - 12:00,"$81,576",30,Revisar OC,CAJA,,atencionpyme@smu.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
Unimarc,Unimarc Escuela Militar,SOCIAL RENDIC HERMANOS S.A.,81.537.600-5,Cerro El Plomo 5680 Piso 11,"UNI ESC MILITAR LAS CONDES (AV
APOQUINDO 4335)",Las Condes,Santiago,07:30 - 12:00,"$81,576",30,Revisar OC,CAJA,,atencionpyme@smu.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
Unimarc,Unimarc Los Leones,SOCIAL RENDIC HERMANOS S.A.,81.537.600-5,Cerro El Plomo 5680 Piso 11,"UNI LOS LEONES ÑUÑOA (GRAL JOSE
ARTIGAS 3250)",Ñuñoa,Santiago,07:30 - 12:00,"$81,576",30,Revisar OC,CAJA,,atencionpyme@smu.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
Unimarc,Unimarc Manquehue Las Condes,SOCIAL RENDIC HERMANOS S.A.,81.537.600-5,Cerro El Plomo 5680 Piso 11,"UNI MANQUEHUE LAS CONDES (AV
MANQUEHUE 1700)",Las Condes,Santiago,07:30 - 12:00,"$81,576",30,Revisar OC,CAJA,,atencionpyme@smu.cl,VENTAS ,FNASSAR,,41220 ,$77.880,
OXXO,OXXO LOS LEONES,INVERSIONES QUIROZ SPA,77.495.762-6,Rosario Rosales 67,av los leones 1476 local 105,Providencia,Santiago,09:00 - 21:00,"$84,480",30,,CAJA,,quirozp.diego@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Get It,Get It Tomas Moro,CONVENIENCE DE CHILE SPA,76.865.177-9,NUEVA DE LYON 135 LC 102,Av. Tomás Moro 135,Las Condes,Santiago,09:00 - 20:00,"$70,800",30,,CAJA,,davidcayuleo@getitchile.cl,VENTAS ,FJAMIS,,41220,77880,
Mar Jano Las Tranqueras,Mar Jano Las Tranqueras,COMERCIALIZADORA MARJANO SPA,77.252.713-6,Las Tranqueras 1352,av las tranqueras 1352,Vitacura,Santiago,11:00 - 18:00,$78.960,15,,CAJA,,cjano.marjano@gmail.com,VENTAS ,FNASSAR,,41220 ,$77.880,
Key Logistics ,Key Logistics (Pronto Copec),KEYLOGISTICS CHILE S A,96.930.440-7,"Avenida Lo Espejo 01740, Bodega 3, San Bernardo,","Avenida Lo Espejo 01740, Bodega 3",San Bernardo,Santiago,08:00 - 13:00,$90.960,15,Revisar OC,CAJA,,jhonlly.sulbaran@keylogistics.cl,VENTAS ,FNASSAR,BAN,41220 ,$77.880,
Haruki Sushi,Haruki Sushi Maipu,HARUKI SPA,77.196.958-5,PAJARITOS 4741,av pajaritos 4741,Maipu,Santiago,10:30 - 17:00,"$78,960",15,,CAJA,,juancristobal@hrkfoods.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Haruki Sushi,Haruki Sushi EC 2,HARUKI SPA,77.196.958-5,PAJARITOS 4741,av víctor jara 4373,Estacion Central,Santiago,12:30 - 22:00,"$78,960",15,,CAJA,,juancristobal@hrkfoods.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Haruki Sushi,Haruki Sushi EC,HARUKI SPA,77.196.958-5,PAJARITOS 4741,san gumercindo 11ª,Estacion Central,Santiago,11:30 - 20:00,"$78,960",15,,CAJA,,juancristobal@hrkfoods.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Bellas Artes Gourmet Panadería,Bellas Artes Gourmet Panadería,VIVAS FOOD SPA,77.251.159-0,MERCED 571,merced 571,Santiago Centro,Santiago,10:00 - 19:00,"$78,960",10,,CAJA,,bellasartesgourmet@hotmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Rienda Suelta,Rienda Suelta Providencia,CARNES RIENDA SUELTA SPA,77.187.019-8,Amapolas 1272,Amapolas 1272,Providencia,Santiago,10:00 - 19:00,$78.960,7,,CAJA,,oliverbeyzaga00@gmail.com ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Peñalolén,StreetWrap Peñalolén,GASTRONÓMICA ÁGUILAS DE PEÑALOLÉN SPA,77.833.401-1,TOBALABA 1217,av tobalaba 12175 local 102a,Peñalolén,Santiago,10:00 - 20:00,"$75,600",7,,CAJA,,maguila@armetalspa.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
StreetWrap Huechuraba,StreetWrap Huechuraba,GONI SPA,77.894.524-K,Av. Pedro Fontova 6651,av pedro fontova 6651 local 24,Huechuraba,Santiago,10:00 - 20:00,"$75,600",7,,CAJA,,jpsauterel@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Sahtein Limeño El Golf,Sahtein Limeño El Golf,GONZALO ZERENE Y COMPANIA LIMITADA ,77.113.730-K,PRESIDENTE RIESCO 3192,presidente riesco 3192,Las Condes,Santiago,11:30 - 20:00,"$78,960",7,,CAJA,,gzerene@comidomi.cl ,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Minimarket Antonia,Minimarket Antonia,COMERCIAL MARIO JAIME VIVANCO ACUÑA E.I.R.L. ,76.516.702-7,ROMAN DIAZ 55,roman diaz 55,Providencia,Santiago,09:30 - 20:00,"$78,960",7,,CAJA,,comercial.mariovivanco@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Republica Charcutera,Republica Charcutera,READY PACKAGING CHILE SPA,77.878.697-4,"Geronimo de Alderete 1100, local 3",geronimo de alderete 1100 local 3,Vitacura,Santiago,10:00 - 18:00,$78.960,1,,CAJA,,contacto@republicacharcutera.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Panaderia Las Jaar,Panadería Las Jaar Blanca Estela,Productos de panaderia manuel jaar EIRL,76.995.636-0,VERGARA 271,blanca estela 1258 loc 3,Concón,Valparaíso,08:00 - 17:00,$78.960,1,,CAJA,,denisedoren@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Panaderia Las Jaar,Panadería Las Jaar Vergara,Productos de panaderia manuel jaarEIRL ,76.995.636-0,VERGARA 271,vergara 271,Concón,Valparaíso,08:00 - 17:00,$78.960,1,,CAJA,,denisedoren@gmail.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
PadelHouse Las Pircas,PadelHouse Las Pircas,ULTIMATE SPORTECH S.A.,77.482.443-k,AV QUILIN SUR 9900,juan de dios vial correa 4559,Peñalolén,Santiago,09:00 - 17:00,$78.960,1,,CAJA,,llaya@beluxa.cl,VENTAS ,FJAMIS,,41220 ,$ 84.960,
Ocaranza Market,Ocaranza Market,ALEJANDRO ENRIQUE OCARANZA,7.939.037-2,BELLAVISTA 0306,av bellavista 0306,Providencia,Santiago,08:00 - 20:00,$78.960,1,,CAJA,,Contacto@ocaranzacorp.com,VENTAS ,FJAMIS,,41220 ,$ 84.960,
